Wall time,Step,Value
1719722462.3136523,0,0.9656277894973755
1719723709.2638764,9,0.997888445854187
1719725081.001037,19,0.9999955892562866
1719726462.205849,29,0.9999733567237854
1719727843.0720127,39,0.9999422430992126
1719729224.5015984,49,0.9997777342796326
1719730605.0825596,59,0.9995643496513367
1719731986.5589879,69,0.9996666312217712
1719733367.4140532,79,0.9995642900466919
1719734747.5178301,89,0.9994931817054749
1719736000.101425,98,0.9995065331459045
1719736229.5652966,99,0.9995554685592651
