Wall time,Step,Value
1719694683.3533728,0,0.11570793390274048
1719695914.3990471,9,0.7518415451049805
1719697270.6015277,19,0.9703806638717651
1719698633.9871922,29,0.825151801109314
1719699998.8634393,39,1.0
1719701364.164651,49,1.0
1719702730.6448283,59,1.0
1719704094.983349,69,1.0
1719705462.432075,79,1.0
1719706827.225804,89,1.0
1719708066.5523572,98,1.0
1719708292.7683082,99,1.0
