Wall time,Step,Value
1719722462.3135521,0,0.10218454897403717
1719723709.2636595,9,0.7620052099227905
1719725081.0008614,19,0.947073221206665
1719726462.2055104,29,0.9301760196685791
1719727843.071687,39,0.9967105388641357
1719729224.5013187,49,0.9967105388641357
1719730605.082287,59,1.0
1719731986.5584986,69,1.0
1719733367.4140103,79,1.0
1719734747.517407,89,1.0
1719736000.1013815,98,0.9967105388641357
1719736229.5651982,99,1.0
