Wall time,Step,Value
1719150976.4110157,0,0.049637313932180405
1719152255.9885037,9,0.7489316463470459
1719153666.4295561,19,0.904127299785614
1719155087.1239102,29,0.9572227597236633
1719156507.0981104,39,0.9934210777282715
1719157918.4646046,49,1.0
1719159314.2996671,59,1.0
1719160714.9642346,69,1.0
1719162114.2978463,79,1.0
1719163515.7488325,89,1.0
1719164786.9901059,98,1.0
1719165019.263374,99,1.0
