Wall time,Step,Value
1719165275.1924279,0,0.012073040939867496
1719166546.246923,9,0.1506638526916504
1719167950.858588,19,0.23183536529541016
1719169352.5091488,29,0.3733775317668915
1719170751.2738588,39,0.4883759915828705
1719172160.2368336,49,0.6709888577461243
1719173565.0741007,59,0.7255795001983643
1719174974.600242,69,0.8364899754524231
1719176381.0997603,79,0.9202247858047485
1719177776.396088,89,0.9341398477554321
1719179047.1395326,98,0.9383546113967896
1719179280.0590389,99,0.9363922476768494
