Wall time,Step,Value
1719201119.3868277,0,0.0002992479712702334
1719202460.7377326,9,0.0008375204051844776
1719203935.9514785,19,0.10774687677621841
1719205408.1523705,29,0.09887757152318954
1719206879.6502137,39,0.37259942293167114
1719208358.8271844,49,0.5864691734313965
1719209835.7893546,59,0.6515660881996155
1719211315.171018,69,0.8235700130462646
1719212796.899605,79,0.8455314636230469
1719214280.0530868,89,0.8829454183578491
1719215618.1950157,98,0.9064165353775024
1719215862.3823912,99,0.9035503268241882
