Wall time,Step,Value
1719171209.490078,0,0.007749614771455526
1719172535.733496,9,0.003633929183706641
1719173997.5293577,19,0.3831840455532074
1719175487.4459896,29,0.7981963157653809
1719176948.4922402,39,0.8144739866256714
1719178412.3507595,49,0.836693525314331
1719179886.4902248,59,0.8268905282020569
1719181357.1777585,69,0.7908080220222473
1719182827.2296665,79,0.7327097654342651
1719184296.9309964,89,0.7397127151489258
1719185631.0474424,98,0.7367408275604248
1719185873.0420127,99,0.7351734042167664
