Wall time,Step,Value
1719186140.8103683,0,0.030336257070302963
1719187478.9608288,9,0.0
1719188952.5116615,19,0.08208221197128296
1719190424.0345836,29,0.09552125632762909
1719191898.670814,39,0.23452261090278625
1719193370.5202336,49,0.43214407563209534
1719194857.2524788,59,0.6169449687004089
1719196324.2236316,69,0.7456280589103699
1719197792.970423,79,0.8383941054344177
1719199262.4329746,89,0.9343651533126831
1719200592.088358,98,0.9440508484840393
1719200839.3414028,99,0.9506297707557678
