Wall time,Step,Value
1719201119.3869486,0,0.008913147263228893
1719202460.7378685,9,0.0008375209290534258
1719203935.9515858,19,0.11108442395925522
1719205408.1524596,29,0.1041996106505394
1719206879.650355,39,0.4081061780452728
1719208358.827296,49,0.613609254360199
1719209835.7894669,59,0.6863597631454468
1719211315.1711392,69,0.8630086779594421
1719212796.8996952,79,0.8806068301200867
1719214280.0532053,89,0.9166844487190247
1719215618.195126,98,0.9433586597442627
1719215862.382501,99,0.9408734440803528
