Wall time,Step,Value
1719186140.8105056,0,0.0011824688408523798
1719187478.9611666,9,1.870496453193482e-05
1719188952.5117261,19,0.11634539067745209
1719190424.0346613,29,0.15654434263706207
1719191898.6708755,39,0.39472684264183044
1719193370.5202909,49,0.6176181435585022
1719194857.2525394,59,0.6893121600151062
1719196324.223694,69,0.7783490419387817
1719197792.9704852,79,0.8182384371757507
1719199262.433038,89,0.8756858706474304
1719200592.0887198,98,0.885618269443512
1719200839.341564,99,0.8965665102005005
