Wall time,Step,Value
1719171209.4895272,0,0.04598234221339226
1719172535.7330732,9,0.7684857845306396
1719173997.5288684,19,0.9571384191513062
1719175487.4447768,29,0.9567729234695435
1719176948.4914334,39,0.9670069217681885
1719178412.350179,49,1.0
1719179886.489991,59,1.0
1719181357.1774077,69,1.0
1719182827.2291038,79,1.0
1719184296.9304645,89,1.0
1719185631.0468802,98,1.0
1719185873.0414095,99,1.0
